,well,BHP,Fluid_newest,Fluid_lowest,Fluid_median
0,MPG-02,1260,210.15287302706741,291.42035813850157,318.5739958629985
0,MPG-02,1270,207.62865560243011,287.92000939089013,314.74749556437956
0,MPG-02,1280,205.0876951719085,284.3964430079409,310.8956142837616
0,MPG-02,1290,202.5299917355025,280.84965898965385,307.01835202114466
0,MPG-02,1300,199.95554529321217,277.279657336029,303.1157087765287
0,MPG-02,1310,197.36435584503752,273.6864380470664,299.18768454991385
0,MPG-02,1320,194.75642339097857,270.0700011227661,295.2342793413001
0,MPG-02,1330,192.13174793103528,266.430346563128,291.25549315068736
0,MPG-02,1340,189.49032946520762,262.7674743681521,287.2513259780756
0,MPG-02,1350,186.8321679934956,259.0813845378384,283.2217778234649
0,MPG-02,1360,184.15726351589927,255.37207707218693,279.1668486868552
0,MPG-02,1370,181.4656160324186,251.6395519711977,275.08653856824657
0,MPG-02,1380,178.75722554305364,247.88380923487074,270.98084746763897
0,MPG-02,1390,176.03209204780427,244.1048488632059,266.8497753850324
0,MPG-02,1400,173.2902155466706,240.30267085620335,262.69332232042683
0,MPG-02,1410,170.53159603965258,236.477275213863,258.51148827382235
0,MPG-02,1420,167.75623352675026,232.62866193618493,254.30427324521892
0,MPG-02,1430,164.96412800796355,228.75683102316904,250.0716772346165
0,MPG-02,1440,162.1552794832926,224.8617824748154,245.81370024201513
0,MPG-02,1450,159.32968795273715,220.94351629112387,241.53034226741465
0,MPG-02,1460,156.48735341629748,217.0020324720947,237.2216033108154
0,MPG-02,1470,153.62827587397345,213.0373310177277,232.88748337221708
0,MPG-02,1480,150.75245532576514,209.049411928023,228.5279824516199
0,MPG-02,1490,147.85989177167238,205.0382752029804,224.1431005490236
0,MPG-02,1500,144.95058521169534,201.0039208426001,219.73283766442844
0,MPG-02,1510,142.024535645834,196.94634884688202,215.29719379783432
0,MPG-02,1520,139.08174307408828,192.86555921582615,210.8361689492412
0,MPG-02,1530,136.1222074964582,188.7615519494325,206.3497631186491
0,MPG-02,1540,133.14592891294384,184.63432704770108,201.83797630605807
0,MPG-02,1550,130.15290732354507,180.4838845106318,197.300808511468
0,MPG-02,1560,127.14314272826202,176.31022433822486,192.73825973487905
0,MPG-02,1570,124.1166351270947,172.11334653048021,188.1503299762912
0,MPG-02,1580,121.07338452004295,167.89325108739766,183.5370192357043
0,MPG-02,1590,118.01339090710692,163.64993800897741,178.8983275131185
0,MPG-02,1600,114.93665428828649,159.38340729521929,174.2342548085336
0,MPG-02,1610,111.84317466358172,155.0936589461234,169.54480112194975
0,MPG-02,1620,108.73295203299267,150.7806929616898,164.82996645336704
0,MPG-02,1630,105.60598639651928,146.44450934191846,160.08975080278535
0,MPG-02,1640,102.46227775416149,142.0851080868092,155.3241541702046
0,MPG-02,1650,99.30182610591946,137.70248919636234,150.533176555625
0,MPG-02,1660,96.12463145179298,133.2966526705775,145.7168179590463
0,MPG-02,1670,92.93069379178225,128.86759850945504,140.87507838046875
0,MPG-02,1680,89.72001312588715,124.41532671299474,136.00795781989217
0,MPG-02,1690,86.49258945410767,119.93983728119663,131.1154562773166
0,MPG-02,1700,83.24842277644392,115.4411302140608,126.19757375274214
0,MPG-02,1710,79.9875130928958,110.91920551158717,121.25431024616866
0,MPG-02,1720,76.70986040346338,106.37406317377582,116.2856657575963
0,MPG-02,1730,73.4154647081466,101.80570320062665,111.29164028702492
0,MPG-02,1740,70.1043260069455,97.21412559213972,106.2722338344546
0,MPG-02,1750,66.77644429986002,92.59933034831498,101.22744639988524
0,MPG-02,1760,63.431819586890214,87.96131746915246,96.15727798331694
0,MPG-02,1770,60.07045186803608,83.30008695465219,91.06172858474969
0,MPG-02,1780,56.692341143297625,78.61563880481414,85.9407982041835
0,MPG-02,1790,53.29748741267484,73.90797301963833,80.79448684161835
0,MPG-02,1800,49.88589067616768,69.17708959912471,75.62279449705417
0,MPG-02,1810,46.4575509337762,64.42298854327332,70.42572117049106
0,MPG-02,1820,43.01246818550039,59.64566985208417,65.203266861929
0,MPG-02,1830,39.55064243134025,54.84513352555725,59.955431571367974
0,MPG-02,1840,36.07207367129578,50.02137956369258,54.682215298808
0,MPG-02,1850,32.57676190536695,45.17440796649007,49.38361804424901
0,MPG-02,1860,29.064707133553746,40.30421873394975,44.05963980769101
0,MPG-02,1870,25.535909355856255,35.410811866071725,38.71028058913412
0,MPG-02,1880,21.990368572274484,30.494187362855993,33.33554038857835
0,MPG-02,1890,18.4280847828083,25.55434522430238,27.935419206023496
0,MPG-02,1900,14.849057987457739,20.591285450410943,22.509917041469624
0,MPG-02,1910,11.253288186222942,15.605008041181865,17.059033894916933
0,MPG-02,1920,7.64077537910373,10.595512996614902,11.582769766365159
0,MPG-02,1930,4.011519566100279,5.562800316710298,6.081124655814568
0,MPG-02,1940,0.3655207472124136,0.5068700014678106,0.5540985632648932
1,MPG-14,0,3080.825670761431,1815.3453421635463,2281.993452085013
1,MPG-14,10,3074.976446534449,1811.8987459940533,2277.660882568851
1,MPG-14,20,3068.7138495705776,1808.208574123536,2273.022124394303
1,MPG-14,30,3062.037879869817,1804.2748265519947,2268.0771775613694
1,MPG-14,40,3054.9485374321675,1800.097503279429,2262.8260420700494
1,MPG-14,50,3047.445822257629,1795.6766043058392,2257.2687179203435
1,MPG-14,60,3039.529734346201,1791.012129631225,2251.4052051122517
1,MPG-14,70,3031.2002736978843,1786.1040792555866,2245.235503645774
1,MPG-14,80,3022.4574403126776,1780.9524531789239,2238.75961352091
1,MPG-14,90,3013.301234190582,1775.5572514012367,2231.97753473766
1,MPG-14,100,3003.7316553315973,1769.9184739225257,2224.8892672960237
1,MPG-14,110,2993.748703735723,1764.0361207427904,2217.494811196002
1,MPG-14,120,2983.35237940296,1757.9101918620308,2209.7941664375944
1,MPG-14,130,2972.542682333308,1751.540687280247,2201.7873330208004
1,MPG-14,140,2961.3196125267664,1744.927606997439,2193.4743109456203
1,MPG-14,150,2949.683169983336,1738.0709510136066,2184.8551002120544
