,well,BHP,Fluid_newest,Fluid_lowest,Fluid_median
0,MPB-28,980,3354.4920490501427,1970.2720066221864,4903.793740086251
0,MPB-28,990,3326.7214148745575,1953.9608327328954,4863.196993980675
0,MPB-28,1000,3298.7228723347907,1937.515796111645,4822.2670780260605
0,MPB-28,1010,3270.4964214308425,1920.936896758435,4781.003992222405
0,MPB-28,1020,3242.0420621627113,1904.224134673265,4739.4077365697085
0,MPB-28,1030,3213.359794530398,1887.3775098561357,4697.478311067973
0,MPB-28,1040,3184.4496185339044,1870.3970223070469,4655.215715717198
0,MPB-28,1050,3155.311534173227,1853.282672025998,4612.61995051738
0,MPB-28,1060,3125.945541448368,1836.0344590129894,4569.691015468523
0,MPB-28,1070,3096.3516403593267,1818.6523832680207,4526.428910570624
0,MPB-28,1080,3066.529830906103,1801.1364447910926,4482.833635823686
0,MPB-28,1090,3036.4801130886985,1783.4866435822055,4438.905191227708
0,MPB-28,1100,3006.202486907111,1765.7029796413576,4394.643576782689
0,MPB-28,1110,2975.696952361341,1747.7854529685503,4350.048792488628
0,MPB-28,1120,2944.96350945139,1729.7340635637836,4305.120838345529
0,MPB-28,1130,2914.0021581772558,1711.5488114270565,4259.859714353388
0,MPB-28,1140,2882.8128985389403,1693.2296965583705,4214.265420512207
0,MPB-28,1150,2851.395730536443,1674.7767189577244,4168.337956821986
0,MPB-28,1160,2819.750654169763,1656.1898786251186,4122.077323282724
0,MPB-28,1170,2787.8776694389016,1637.4691755605534,4075.483519894423
0,MPB-28,1180,2755.776776343858,1618.6146097640285,4028.5565466570806
0,MPB-28,1190,2723.4479748846315,1599.6261812355433,3981.2964035706973
0,MPB-28,1200,2690.8912650612237,1580.503889975099,3933.7030906352747
0,MPB-28,1210,2658.1066468736335,1561.2477359826946,3885.7766078508107
0,MPB-28,1220,2625.0941203218613,1541.8577192583305,3837.516955217306
0,MPB-28,1230,2591.8536854059075,1522.333839802007,3788.924132734762
0,MPB-28,1240,2558.385342125771,1502.6760976137234,3739.998140403177
0,MPB-28,1250,2524.6890904814527,1482.8844926934805,3690.738978222552
0,MPB-28,1260,2490.764930472953,1462.9590250412778,3641.1466461928862
0,MPB-28,1270,2456.6128621002695,1442.8996946571149,3591.221144314179
0,MPB-28,1280,2422.232885363406,1422.706501540993,3540.9624725864333
0,MPB-28,1290,2387.6250002623588,1402.3794456929108,3490.3706310096463
0,MPB-28,1300,2352.7892067971297,1381.9185271128688,3439.445619583818
